id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365
3805629,Small guestroom in sunny huge apt,6595414,Sabine & Daniel,Tempelhof - Schöneberg,Schöneberg-Süd,52.48721,13.35247,Private room,25,2,15,2019-06-09,0.34,2,129
3805915,Schönes Zimmer in Friedrichshain - Simon-Dach-Kiez,19546543,Yannis,Friedrichshain-Kreuzberg,Frankfurter Allee Süd FK,52.51104,13.45534,Private room,22,2,28,2019-06-23,0.53,1,2
3807087,Beautiful apartment in Wilmersdorf.,3974152,Christiane,Charlottenburg-Wilm.,Barstraße,52.48037,13.31972,Entire home/apt,43,3,48,2019-05-05,0.87,1,252
3808163,"2 Zimmer, Küche, Bad, Balkon",19570048,Anna-Mareike,Pankow,Prenzlauer Berg Nord,52.55047,13.41721,Entire home/apt,50,20,0,,,1,0
3808820,Herzlichst Willkommen im Friedrichshain,19325947,Angelika,Friedrichshain-Kreuzberg,Karl-Marx-Allee-Nord,52.52192,13.44588,Entire home/apt,80,2,6,2019-04-07,0.32,1,4
3808984,Nice room in shared flat,19574895,Annika,Neukölln,Rixdorf,52.47448,13.4518,Private room,40,1,0,,,1,0
3811553,WG-Zimmer im Friedrichshain / Room in Shared Flat,4666656,Nico,Friedrichshain-Kreuzberg,Karl-Marx-Allee-Süd,52.51179,13.45081,Private room,26,18,10,2018-06-01,0.17,1,0
3814571,"2 private rooms, flat for yourself, top location",19612182,Gabriela,Friedrichshain-Kreuzberg,nördliche Luisenstadt,52.50293,13.4336,Private room,60,4,0,,,1,13
3814770,In the heart of Kreuzberg,19614775,Emre,Friedrichshain-Kreuzberg,südliche Luisenstadt,52.49678,13.42234,Private room,40,1,0,,,1,0
3815491,Lovely apartment in heart of Berlin,892561,Katrin,Pankow,Prenzlauer Berg Süd,52.53266,13.42114,Entire home/apt,95,4,14,2017-09-10,0.31,1,0
3815815,Berlin Schöneberg,19620778,Eliaser,Tempelhof - Schöneberg,Schöneberg-Süd,52.48791,13.35754,Private room,23,1,2,2014-09-04,0.03,1,0
3816295,Modern flat with sunny terrace,18856946,Malu,Neukölln,Reuterstraße,52.49408,13.42366,Private room,150,3,32,2019-06-10,0.54,1,11
3817838,"Clean, Cosy, Central",19632891,Hermann,Friedrichshain-Kreuzberg,Karl-Marx-Allee-Süd,52.51586,13.44405,Private room,30,2,2,2017-10-16,0.09,1,0
3818428,Lovely old city-flat ,11861680,Uli,Charlottenburg-Wilm.,Kurfürstendamm,52.50367,13.31602,Entire home/apt,50,10,0,,,1,0
3823118,Beautiful apartment in Neukölln,19610820,Alberto,Neukölln,Schillerpromenade,52.46813,13.4224,Entire home/apt,65,1,103,2019-03-22,1.73,3,21
3823661,Wg-Zimmer im Szenekiez Neukölln,19671065,Lara,Neukölln,Reuterstraße,52.48506,13.42982,Private room,30,1,0,,,1,0
3824109,Casa Pop,4904943,Marco,Spandau,Siemensstadt,52.53767,13.27248,Entire home/apt,50,30,6,2019-06-03,0.10,2,299
3826848,Loft Apartment overlooking Berlin!,19690877,Manuel,Charlottenburg-Wilm.,Volkspark Wilmersdorf,52.49248,13.32891,Entire home/apt,60,1,103,2019-06-26,2.68,1,353
3830906,"Room Central Berlin, Prenzlauerberg",493012,Ruben,Pankow,Prenzlauer Berg Nordwest,52.54142,13.41196,Private room,40,4,0,,,1,0
3833200,"Beautiful, light flat near Ostkreuz",3021469,Max,Friedrichshain-Kreuzberg,Frankfurter Allee Süd FK,52.50669,13.47099,Entire home/apt,50,1,1,2014-08-18,0.02,1,0
3833437,Light family flat in Kreuzberg,19737067,Katharina,Friedrichshain-Kreuzberg,nördliche Luisenstadt,52.50245,13.42845,Entire home/apt,110,3,3,2016-10-02,0.05,1,0
3834270,nice room - central Prenzlauer Berg,14204577,Chrissie,Pankow,Prenzlauer Berg Nord,52.5511,13.42171,Private room,26,2,15,2016-09-25,0.29,3,0
3834327,Cosy little room to let,19743203,Diana,Mitte,Moabit West,52.52898,13.3353,Private room,18,3,1,2015-09-21,0.02,1,0
3837849,Central nice room in Friedrichshain,15231996,Anett,Friedrichshain-Kreuzberg,Frankfurter Allee Nord,52.51987,13.45764,Private room,33,2,3,2014-09-26,0.05,1,0
3844725,"Kleines, feines Heim an der Spree!",19818276,Saba,Mitte,Moabit Ost,52.52122,13.35202,Entire home/apt,38,2,11,2016-10-06,0.18,1,0
3845956,BIG and BRIGHT! 4 room-apartment,7774382,Julia,Charlottenburg-Wilm.,Wiesbadener Straße,52.47357,13.31739,Entire home/apt,130,2,8,2018-07-29,0.14,1,252
3846150,"Quiet Bedroom in Charming, Convenient 2 BR Flat",2404600,Jürgen,Mitte,Osloer Straße,52.55775,13.37021,Private room,28,14,12,2015-09-11,0.22,2,0
3846831,Beautiful 2room in middle of Berlin,19830051,Leonhard,Pankow,Prenzlauer Berg Südwest,52.53336,13.42011,Private room,32,1,3,2016-04-18,0.07,1,0
3847930,cosy fully renovated apartment very well situated,19839262,Afagh,Friedrichshain-Kreuzberg,Frankfurter Allee Nord,52.52058,13.45343,Entire home/apt,70,7,5,2019-06-25,0.27,1,0
3848666,Downtown room in the best area,19840872,Luisa,Pankow,Helmholtzplatz,52.54303,13.42227,Private room,35,4,8,2015-09-13,0.14,1,0
3849324,Room with balcony in sociable top-floor apartment,19845168,Tim,Friedrichshain-Kreuzberg,südliche Luisenstadt,52.49794,13.44593,Private room,39,1,36,2019-05-12,0.61,1,18
3849605,GUESTROOM EAST BERLIN - 28 Euro,19847104,Ronny,Pankow,Prenzlauer Berg Nord,52.54837,13.43836,Private room,28,2,75,2019-07-02,1.30,1,210
3851154,Bright private room with balcony,1179530,Bastian,Tempelhof - Schöneberg,Schöneberg-Süd,52.48128,13.3511,Private room,32,12,40,2018-02-10,0.69,2,0
3854511,Comfy Bed&Breakfast+Bike in Berlin Wedding,19882712,Christoph,Mitte,Wedding Zentrum,52.55038,13.37178,Private room,28,4,61,2019-06-24,1.03,1,120
3854997,Charming 2 Room Apartment,870254,Darja,Pankow,Prenzlauer Berg Nord,52.54517,13.43945,Entire home/apt,45,7,3,2019-01-04,0.06,1,0
3855187,Cozy flat in Kreuzberg/Neukölln,19886612,Eva,Friedrichshain-Kreuzberg,Tempelhofer Vorstadt,52.48954,13.41046,Entire home/apt,60,6,1,2016-02-23,0.02,1,0
3855319,Lovely Batman Cave in Neukölln with balcony,3326208,Sarah,Neukölln,Schillerpromenade,52.47279,13.42495,Private room,25,5,6,2018-06-28,0.16,1,7
3855945,cosy flat close to Hauptbahnhof,19891107,Manuel,Mitte,Moabit Ost,52.53381,13.3596,Private room,29,2,3,2016-04-01,0.07,1,0
3857343,Scandi-chic appartment in Prenzlauer Berg,19899160,Alexandra,Pankow,Prenzlauer Berg Südwest,52.54046,13.41427,Entire home/apt,85,1,21,2018-06-04,0.66,1,0
3859877,Charming room at Alexanderplatz,19905017,Mister M,Mitte,Alexanderplatz,52.52657,13.4138,Private room,38,3,29,2019-07-03,0.65,1,342
3860924,1 room rooftop apartment,19923059,Christina,Charlottenburg-Wilm.,Kurfürstendamm,52.50219,13.32738,Entire home/apt,42,7,15,2019-07-07,0.41,1,335
3862905,"Bright+Green+Cozy+Central, at the lake!",19938216,Marco,Pankow,Weißensee,52.54855,13.46088,Entire home/apt,60,3,23,2019-06-17,1.19,1,100
3864924,Sunny apartment in Berlin Mitte,19950904,Yve,Mitte,Alexanderplatz,52.5261,13.40595,Entire home/apt,50,1,167,2019-06-26,2.83,1,249
3865735,Room in Berlin-Wedding,19955135,Lucas,Mitte,Wedding Zentrum,52.5517,13.37068,Private room,20,5,2,2016-05-24,0.03,1,0
3866359,Beautyful Ap close Tempelhofer Feld,19959089,Kathrin,Neukölln,Schillerpromenade,52.47043,13.42509,Entire home/apt,69,30,11,2019-04-30,0.21,1,195
3866928,gemütlich/ruhig in super Lage!,19964062,Gunnar,Pankow,Prenzlauer Berg Süd,52.53019,13.43323,Private room,40,2,101,2019-06-30,2.78,1,8
3867903,smartly Apartment in Berlin-Friedrichshain,7851348,Rene,Friedrichshain-Kreuzberg,Frankfurter Allee Süd FK,52.51246,13.46258,Entire home/apt,65,90,0,,,1,313
3868085,Apartment Deutsche Oper,19403109,Daniele,Charlottenburg-Wilm.,Kantstraße,52.51096,13.30305,Entire home/apt,55,2,27,2019-06-13,2.66,1,305
3868160,Moderne Altzimmer-Einraumwohnung,19971885,Manfred,Tempelhof - Schöneberg,Schöneberg-Nord,52.49139,13.3556,Entire home/apt,23,1,0,,,1,0
3871092,small but mighty in berlin,19887236,Malo,Friedrichshain-Kreuzberg,Südliche Friedrichstadt,52.50397,13.40859,Private room,30,3,1,2016-08-14,0.03,1,0
3871990,Central Tranquility,20001289,Dagmar,Charlottenburg-Wilm.,Neue Kantstraße,52.50582,13.30093,Entire home/apt,42,4,158,2019-07-05,2.68,1,129
3873806,"LEGAL 2 ROOM APARTMENT: COSY, CENTRAL, PICTURESQUE",5906052,Axel,Neukölln,Reuterstraße,52.49313,13.42464,Entire home/apt,52,7,18,2019-04-29,0.31,1,1
3876590,"Sunny, spacious and central 97 sqm",10660858,Alexandra,Tempelhof - Schöneberg,Schöneberg-Nord,52.49713,13.35159,Entire home/apt,69,4,5,2016-07-21,0.08,1,0
3876792,Spacious Room Berlin Friedrichshain,8213728,Nicole,Friedrichshain-Kreuzberg,Karl-Marx-Allee-Süd,52.51248,13.44746,Private room,24,4,1,2014-10-08,0.02,1,0
3878739,Beautyful flat in old berlin style ,2751921,Camilla,Mitte,Brunnenstr. Süd,52.53111,13.39253,Private room,53,3,57,2019-07-07,0.98,1,208
3882183,Art apartment Berlin Schöneberg,6657704,Olivier,Tempelhof - Schöneberg,Schöneberg-Nord,52.49362,13.35266,Entire home/apt,70,30,23,2018-10-29,0.40,1,294
3883568,2 rooms in the heart of X-Berg,20080657,Anthea,Friedrichshain-Kreuzberg,nördliche Luisenstadt,52.49944,13.42377,Private room,100,3,1,2018-08-18,0.09,1,2
3883715,Room Prenzlauer Berg Central Mauerpark Terrace,6940392,Marie,Pankow,Prenzlauer Berg Südwest,52.5393,13.40599,Private room,55,1,48,2019-07-04,0.94,3,80
3886860,lovely apartment in Prenzlauer Berg,20104263,Julia,Pankow,Prenzlauer Berg Südwest,52.53614,13.42222,Entire home/apt,30,1,7,2016-03-28,0.14,1,0
3887998,Large flat in Friedrichshain Berlin,20111070,Marian,Friedrichshain-Kreuzberg,Frankfurter Allee Nord,52.51609,13.46045,Entire home/apt,45,3,5,2018-05-21,0.10,1,190
3891989,1-Zimmerwohnug - bright flat - best area,7016908,Clara,Pankow,Helmholtzplatz,52.54317,13.42239,Entire home/apt,65,7,0,,,1,0
3893805,Urban at Heart,5738556,Clara,Friedrichshain-Kreuzberg,Tempelhofer Vorstadt,52.49436,13.38004,Private room,35,1,140,2019-06-19,2.79,2,0
3894947,Kurfürstendamm quiet apartment with balcony,12694377,Antonio,Charlottenburg-Wilm.,Düsseldorfer Straße,52.49619,13.31527,Entire home/apt,29,92,4,2018-10-20,0.07,4,217
3895024,Bright apartment in central Berlin,19592354,Jacopo,Pankow,Prenzlauer Berg Süd,52.5323,13.42452,Entire home/apt,90,3,34,2019-06-24,0.58,1,0
3895338,Studio-Wohnung in Mitte,20163117,Ingrid,Mitte,Brunnenstr. Süd,52.52937,13.39121,Entire home/apt,55,7,13,2019-02-03,0.22,1,90
3895977,Berlin - City. Jenau uffn Punkt !,20162545,Sascha,Lichtenberg,Neu Lichtenberg,52.50155,13.47721,Entire home/apt,70,2,0,,,1,0
3896885,Apartment with view over Berlin,1636437,Simon,Mitte,Alexanderplatz,52.52887,13.40336,Entire home/apt,75,4,18,2017-01-01,0.31,1,0
3897376,Modern Studio APT in the ❤️ of Neukölln,17413964,Florian,Neukölln,Reuterstraße,52.48417,13.4418,Entire home/apt,100,3,114,2019-07-04,1.92,1,67
3901653,comfy room in central location - Berlin Mitte,6799339,Andre,Mitte,Alexanderplatz,52.52771,13.41244,Private room,89,3,18,2018-09-04,0.31,1,0
3902760,Sunny apartment in Prenzlauer Berg,20210142,Christoph,Pankow,Prenzlauer Berg Nord,52.54548,13.42456,Entire home/apt,45,4,0,,,1,0
3905957,Cosy room in unrenovated Berliner Altbau,748169,Dina,Friedrichshain-Kreuzberg,Tempelhofer Vorstadt,52.49351,13.39735,Private room,40,1,111,2019-06-29,5.19,1,4
3907391,40m² Room in Neukolln,20238294,Iban,Neukölln,Reuterstraße,52.4846,13.4367,Private room,40,1,0,,,1,0
3910486,Cozy studio ideal for couple or solo travelers,20145377,Sophie,Neukölln,Reuterstraße,52.48694,13.4324,Entire home/apt,55,5,6,2018-09-21,0.11,1,191
3910645,Gemütlicher 1-Zimmer Altbau,20256026,Felix,Friedrichshain-Kreuzberg,Frankfurter Allee Süd FK,52.51189,13.46599,Entire home/apt,45,4,36,2019-06-19,0.62,1,1
3911390,Comfy flat in the heart of Neukölln,9894199,Benji,Neukölln,Reuterstraße,52.48612,13.42899,Entire home/apt,30,5,3,2015-12-19,0.06,1,0
3913230,"priv.room,doublebed, weekend only",20268441,Susanne,Treptow - Köpenick,Baumschulenweg,52.46612,13.49258,Private room,40,1,30,2019-07-02,0.52,1,363
3913521,sunny&bright I 4-rooms I schöneberg,6595414,Sabine & Daniel,Tempelhof - Schöneberg,Schöneberg-Süd,52.48498,13.35368,Entire home/apt,69,2,8,2016-05-01,0.14,2,4
3913942,Cosy Apartment in Berlin Kreuzberg,20194016,Gloria,Friedrichshain-Kreuzberg,Tempelhofer Vorstadt,52.49328,13.38931,Entire home/apt,35,10,3,2017-03-01,0.05,1,0
3918172,Helles Altbauzimmer am Mauerpark,20297650,Maria,Pankow,Prenzlauer Berg Nordwest,52.54575,13.40959,Private room,25,1,0,,,1,0
3919030,"Apartment Carl, Berlin Ku'damm, BMW",20144920,Frank,Charlottenburg-Wilm.,Kurfürstendamm,52.50336,13.32608,Entire home/apt,45,4,72,2019-06-20,1.31,2,294
3920944,Beloved Friedrichshain,15415098,Anuschka,Friedrichshain-Kreuzberg,Frankfurter Allee Süd FK,52.50517,13.46453,Private room,32,3,92,2018-05-26,1.84,1,0
3921411,Cozy 2 Bedrooms Apartment + pay what you want,15263766,Steffen,Friedrichshain-Kreuzberg,Frankfurter Allee Nord,52.52552,13.45223,Entire home/apt,45,5,9,2017-03-27,0.16,1,0
3923187,Beautiful Cozy 2BD with Balcony,6325094,Ori,Neukölln,Schillerpromenade,52.46861,13.42293,Entire home/apt,78,5,31,2018-08-31,0.60,1,0
3923745,You gonna love your stay here!,7413616,Ludwig,Friedrichshain-Kreuzberg,Karl-Marx-Allee-Nord,52.51745,13.45277,Entire home/apt,45,5,6,2017-10-01,0.10,1,0
3930767,Cosy little flat with balcony in Moabit,6267519,Christopher,Mitte,Moabit West,52.53264,13.33751,Entire home/apt,40,7,0,,,1,0
3930964,"Charming room,gemütliches Altbauzimmer (23qm)",20365095,Francesca,Neukölln,Neuköllner Mitte/Zentrum,52.4691,13.4377,Private room,30,2,1,2017-10-17,0.05,1,0
3935025,Nice apartment on mauerpark,20372109,Jan,Mitte,Brunnenstr. Nord,52.54551,13.39883,Entire home/apt,49,1,70,2016-02-10,1.20,1,0
3935565,Great flat in fancy Kreuzberg!,9455969,Marina,Friedrichshain-Kreuzberg,Tempelhofer Vorstadt,52.4916,13.40275,Entire home/apt,70,2,12,2016-05-02,0.21,1,0
3935726,Nice Room with balcony in Neukölln,19610820,Alberto,Neukölln,Schillerpromenade,52.4682,13.42271,Private room,25,1,174,2019-06-21,2.99,3,0
3936308,Beautiful Neukölln Apartment,20394830,Anna,Neukölln,Schillerpromenade,52.47692,13.42633,Entire home/apt,55,4,8,2019-02-04,0.15,1,0
3936899,Genial in Berlin: Sunny Maisonette,11163136,Manou,Pankow,Prenzlauer Berg Nordwest,52.54841,13.41359,Entire home/apt,99,2,40,2019-06-24,0.69,1,125
3937211,78sqm flat with bright BALCONY room,2088694,Sarah,Charlottenburg-Wilm.,Volkspark Wilmersdorf,52.47923,13.3314,Entire home/apt,80,2,3,2016-09-11,0.05,1,0
3937771,"Spacious room in artist-flat, central",7386888,Achim,Mitte,Wedding Zentrum,52.5522,13.37925,Private room,35,14,10,2018-09-21,0.79,1,0
3939144,cosy apartment in center of berlin!,16926091,Gloria,Mitte,Alexanderplatz,52.52993,13.40244,Private room,60,2,0,,,1,0
3942465,2 bedroom apartment in downtown,893723,Veli,Mitte,Alexanderplatz,52.50567,13.41794,Entire home/apt,95,4,95,2019-06-14,1.61,2,269
3943658,Cozy room in Kreuzkölln,20435611,Moritz,Neukölln,Reuterstraße,52.48732,13.42957,Private room,18,2,13,2017-06-18,0.22,1,0
3945778,120qm Altbau in Berlin Friedenau,20447653,Sebastian,Tempelhof - Schöneberg,Friedenau,52.47413,13.33916,Entire home/apt,119,2,13,2018-01-01,0.22,1,0
3948931,"Sunny, spacious & central apartment",20406771,Martin,Tempelhof - Schöneberg,Schöneberg-Nord,52.5003,13.35849,Entire home/apt,75,2,16,2016-07-04,0.27,1,0
3949602,Room on famous Weserstrasse,20469578,Kristin & Matthias,Neukölln,Rixdorf,52.48108,13.44248,Private room,35,2,173,2019-07-05,3.54,1,4
3952092,Moabit ist Beste 24 m 2.Etage,16750716,Anne,Mitte,Moabit West,52.52082,13.33251,Private room,44,4,1,2019-01-02,0.16,1,191
3955884,Zimmer in bester Kiezlage BLN U7,20006585,Sabrina,Neukölln,Reuterstraße,52.48613,13.43693,Private room,44,1,0,,,1,0
3955988,Beautiful centric loft with garden ,20504515,Saskia,Friedrichshain-Kreuzberg,Frankfurter Allee Süd FK,52.50813,13.46783,Entire home/apt,60,3,191,2019-07-02,3.50,1,186
3956060,"",13604585,Hannah,Tempelhof - Schöneberg,Schöneberg-Süd,52.48621,13.34618,Private room,40,2,0,,,1,0
3956061,"Relaxed 2 Room Apt. with Garden, Neukölln",16012386,Lilly,Neukölln,Schillerpromenade,52.47757,13.42366,Entire home/apt,100,2,20,2019-06-24,0.34,1,100
3964106,central & sunny – with 3 bedrooms,20145014,Frank,Pankow,Pankow Süd,52.56035,13.41839,Entire home/apt,55,4,5,2018-08-05,0.13,1,0
3964415,Modern and cosy appartment,3331993,Sebastian,Neukölln,Neuköllner Mitte/Zentrum,52.47225,13.43186,Entire home/apt,69,3,16,2019-06-07,0.29,1,0
3965651,Minimalist yet tastefully furnished,4066231,Maja,Mitte,Brunnenstr. Süd,52.53114,13.39632,Entire home/apt,130,2,7,2019-05-19,0.15,1,334
3965982,"6 rooms, central Prenzlauer Berg, ideal for family",2213775,Anne,Pankow,Prenzlauer Berg Südwest,52.53949,13.41223,Entire home/apt,240,4,16,2019-06-24,0.28,2,209
3966898,"Sunny, quiet room in Charlottenburg, Berlin",20558626,Claudia,Charlottenburg-Wilm.,Otto-Suhr-Allee,52.51587,13.30444,Private room,52,2,69,2019-07-06,1.18,1,0
3968098,schöner Altbau Prenzlauer Berg mit Balkon,20307915,Julia,Pankow,Prenzlauer Berg Nordwest,52.54925,13.4105,Entire home/apt,70,3,27,2019-06-04,1.03,2,16
3968204,Design-Apartment zentral in Berlin-Charlottenburg,20564719,Marco,Charlottenburg-Wilm.,Westend,52.51114,13.26855,Entire home/apt,105,2,53,2019-07-07,0.90,1,296
3969577,600 qm Loft auf Insel in Berlin,20572681,Hartwig,Charlottenburg-Wilm.,Charlottenburg Nord,52.53064,13.28734,Entire home/apt,650,2,2,2014-12-08,0.04,1,365
3970161,Double Room with Private Bathroom,20486026,Timothy,Mitte,Parkviertel,52.54748,13.34701,Entire home/apt,55,1,247,2019-06-26,4.17,2,317
3973420,Central Stylish Berlin Apartment (registered),14474248,Simone,Friedrichshain-Kreuzberg,Karl-Marx-Allee-Nord,52.52112,13.4333,Entire home/apt,85,4,131,2019-06-19,2.28,1,242
3974304,Air-conditioned loft apartment  9m² leafy Terrace,20549237,Carsten,Tempelhof - Schöneberg,Schöneberg-Süd,52.48246,13.362,Entire home/apt,77,3,207,2019-07-04,3.92,1,279
3975834,Big Room in Neuköllnapartement ,4687183,Lukas,Neukölln,Reuterstraße,52.48266,13.4345,Private room,25,1,3,2015-09-01,0.05,1,0
3976211,Wunderschönes Dachgeschoss ,20560972,Anna,Charlottenburg-Wilm.,Neue Kantstraße,52.50098,13.30577,Entire home/apt,145,3,86,2019-06-24,1.52,2,200
3977156,BRIGHT BIG ROOM CENTRAL IN BERLIN!!,20611737,Anano,Friedrichshain-Kreuzberg,Tempelhofer Vorstadt,52.49034,13.42207,Private room,35,5,0,,,1,0
3978398,gemütliche Whg. am Helmholtzplatz,20616850,Juliane Und Stefan,Pankow,Helmholtzplatz,52.54436,13.42141,Entire home/apt,85,2,5,2016-06-14,0.09,1,190
3978406,Beautiful Cozy Berlinstyle Room,20618897,Anne,Neukölln,Neuköllner Mitte/Zentrum,52.47903,13.43019,Private room,25,2,22,2019-03-06,0.59,2,3
3979513,very nice big room in 2 room apartment,9513358,Ann,Pankow,Prenzlauer Berg Ost,52.53018,13.44732,Private room,45,3,2,2019-06-23,1.82,1,5
3981991,Lovely Bedroom in a privat Flat in Kreuzberg,6965709,Anna,Friedrichshain-Kreuzberg,südliche Luisenstadt,52.49531,13.4365,Private room,46,2,8,2019-04-25,0.15,1,43
3983343,Beautiful 3-bed room apartment ,20646803,Adina,Tempelhof - Schöneberg,Schöneberg-Nord,52.49042,13.36098,Entire home/apt,110,5,4,2016-08-14,0.07,1,0
3984110,Nice room Prenzlauer Berg,11645832,Lise,Pankow,Pankow Zentrum,52.56624,13.4086,Private room,24,1,6,2016-01-02,0.13,1,0
3986573,Nice apartment (almost empty because of move),11284608,Philip,Neukölln,Rixdorf,52.47388,13.45278,Entire home/apt,65,2,22,2018-04-20,0.37,1,0
3988366,Big sunny double room with balcony and own bath,410717,Em,Lichtenberg,Alt-Lichtenberg,52.51227,13.49066,Private room,33,7,21,2019-06-16,0.36,1,37
3988568,Jainaba Single Studio with private bathroom,20486026,Timothy,Mitte,Parkviertel,52.54798,13.34821,Entire home/apt,55,1,263,2019-06-21,4.71,2,308
3988630,AAA Designoasis under Berlin roof,20676946,Ulla,Charlottenburg-Wilm.,Neue Kantstraße,52.50596,13.30161,Entire home/apt,85,92,6,2015-12-06,0.11,1,242
3992681,Pick from Crowded Bookcases at a Listed Art Nouveau Building,20653948,George,Treptow - Köpenick,Plänterwald,52.48724,13.46428,Entire home/apt,210,4,54,2019-06-03,0.92,2,120
3997657,Cool room in creative Kreuzkölln,7870973,Dominique,Neukölln,Reuterstraße,52.48869,13.43016,Private room,41,3,183,2018-01-02,3.16,1,0
4001622,romantic style on two floors,13220307,Betty,Neukölln,Reuterstraße,52.49268,13.42364,Entire home/apt,99,4,122,2019-06-14,2.10,1,186
4002296,Cosy 2 Rooms in central Kreuzberg ,1539015,Dan,Friedrichshain-Kreuzberg,Tempelhofer Vorstadt,52.49191,13.39426,Entire home/apt,59,7,5,2016-04-17,0.09,1,0
4003893,Quiet bedroom in Berlin Schöneberg,20760196,Caroline,Tempelhof - Schöneberg,Schöneberg-Nord,52.4934,13.35205,Private room,40,3,12,2017-05-27,0.21,1,0
4005077,"charmante Altbauwohnung, Boxi-Kiez",20766230,Leander,Friedrichshain-Kreuzberg,Frankfurter Allee Süd FK,52.50926,13.46144,Entire home/apt,15,7,1,2015-08-08,0.02,2,0
4006840,Room in charming neighbourhood,20775323,Vibe,Steglitz - Zehlendorf,Drakestr.,52.44212,13.29473,Private room,28,2,11,2018-07-28,0.19,2,0
4009548,Sunny room in Berlin-Kreuzberg near Viktoriapark,5527420,Katrin,Friedrichshain-Kreuzberg,Tempelhofer Vorstadt,52.48555,13.37506,Private room,34,2,38,2019-06-16,0.65,1,56
4009596,Bright Spacious Apt. near Viktoria Park,3410090,Franziska,Friedrichshain-Kreuzberg,Tempelhofer Vorstadt,52.48662,13.37565,Entire home/apt,65,4,9,2017-09-28,0.19,1,229
4010420,Modern Penthouse in Berlin Mitte ,20793866,...,Mitte,Alexanderplatz,52.52849,13.39752,Entire home/apt,150,90,0,,,1,0
4011708,Neukölln my Love...,20800224,Anja,Neukölln,Neuköllner Mitte/Zentrum,52.4701,13.43713,Private room,35,1,29,2019-05-18,0.59,1,283
4013104,"Berlin Mitte, bohemian living close to Museuminsel",20807361,Susanne,Mitte,Alexanderplatz,52.5266,13.40566,Entire home/apt,55,60,23,2017-11-13,0.39,1,364
4013969,Sunny two-room appartment in Friedrichshain,20811937,Amely,Friedrichshain-Kreuzberg,Frankfurter Allee Süd FK,52.50594,13.46385,Entire home/apt,28,25,3,2016-10-06,0.05,1,0
4015015,Studio-Loft im Wedding,20817629,Karl,Mitte,Wedding Zentrum,52.5549,13.37397,Entire home/apt,70,7,2,2016-04-02,0.05,1,0
4017026,Art-Filled Unicorn Room in a 1910 Art Nouveau Building,20653948,George,Treptow - Köpenick,Plänterwald,52.48602,13.46576,Private room,70,1,135,2019-07-08,2.29,2,297
4018296,"Studio, Loft, Atelier for Shootings",5980826,Christian,Mitte,Regierungsviertel,52.50945,13.39693,Entire home/apt,450,1,8,2018-12-20,0.14,1,365
4020501,Neukölln Apartment w/ sunny balcony,7498236,Tobias,Neukölln,Rixdorf,52.48105,13.4476,Entire home/apt,59,4,70,2019-07-01,1.21,1,1
4024407,Ruhige Wohnung im Herzen Berlins ,20864066,Jon,Mitte,Regierungsviertel,52.51086,13.40188,Entire home/apt,130,4,2,2014-11-14,0.03,1,0
4026915,"Bright, cozy room in Central Berlin",16909768,Luana,Friedrichshain-Kreuzberg,Frankfurter Allee Nord,52.52013,13.45827,Private room,44,1,2,2015-05-25,0.03,1,0
4027138,rooftop-terrace-central,10841402,Jan,Friedrichshain-Kreuzberg,Frankfurter Allee Nord,52.51805,13.46325,Entire home/apt,80,3,18,2019-07-08,2.16,1,6
4027687,Stylish 3 room apartment in the best location,20193180,Tia,Friedrichshain-Kreuzberg,Tempelhofer Vorstadt,52.49373,13.41274,Entire home/apt,200,3,234,2019-07-07,4.06,1,257
4027713,Akazien Residenz Apartment Berlin,20882412,Dlauer,Tempelhof - Schöneberg,Schöneberg-Süd,52.4858,13.35553,Entire home/apt,263,3,146,2019-07-09,2.51,1,287
4027747,Cozy room in Fhain with Garden ,20882474,Amigo,Friedrichshain-Kreuzberg,Frankfurter Allee Süd FK,52.51242,13.45226,Private room,22,3,2,2015-11-01,0.03,1,0
4027819,lovely apartment in prenzlauer berg,1038455,Jule,Pankow,Prenzlauer Berg Nordwest,52.55324,13.41133,Entire home/apt,55,2,2,2015-01-21,0.04,1,0
4028485,Kleines gemütliches Zimmer in 4-WG,20885834,Charly,Mitte,Moabit West,52.53296,13.32918,Private room,15,6,3,2015-08-09,0.05,1,0
4028925,room in Baumschulenweg by the wood,9928638,Sergio,Treptow - Köpenick,Baumschulenweg,52.46827,13.48784,Private room,32,60,22,2019-06-10,0.52,3,1
4037010,Sunny top floor flat/  Kreuzberg ,20930530,June,Friedrichshain-Kreuzberg,Tempelhofer Vorstadt,52.49193,13.39661,Entire home/apt,80,6,0,,,1,0
4038392,Room in Rooftop Apt with Balcony,7107063,Claire,Friedrichshain-Kreuzberg,Tempelhofer Vorstadt,52.48778,13.375,Private room,285,7,2,2016-01-03,0.04,1,55
4038955,Mitte-Gourgeaus near Alexanderplatz,20940587,Roberto,Mitte,Alexanderplatz,52.51158,13.41255,Entire home/apt,99,3,75,2016-02-08,1.28,3,191
4043115,Co-working Back-packing,20964212,Nico,Mitte,Parkviertel,52.55608,13.34575,Private room,40,3,17,2019-06-08,0.30,2,350
